Canal,Cadena,MEDIA ,ID ,Datos ,Categoria,Marca,Submarca,UPC,Descripcion,Jan-19
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS,830809002956,JUEGO DE CUCHILLOS FLAVOR STONE  AZULES, - 
Departamentales,Sanborns,,203883,Desp U,Belleza,FLAWLESS LEGS,FLAWLESS LEGS,754502038893,FLAWLESS LEGS, 5 
Departamentales,Sanborns,,6950613,Desp U,Belleza,MICROTOUCH SOLO,MICROTOUCH SOLO,754502036486,MICROTOUCH SOLO, 57 
Departamentales,Sanborns,,1203011,Desp U,Ferreteria,TURBOTHRUST,TURBOTHRUST,644812030123,TURBOTHRUST, - 
Departamentales,Sanborns,,900737,Desp U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, 3 
Departamentales,Sanborns,,1233896,Desp U,Cocina,Nicer dicer,Nicer dicer,4023012338998,Nicer dicer, 5 
Departamentales,Sanborns,,4180920,Desp U,Hogar,chill chest,chill chest,735541809255,chill chest, 1 
Departamentales,Sanborns,,3959756,Desp U,Cocina,GOTHAM,GOTHAM STEEEL 3 pan,787639597537,GOTHAM STEEEL 3 pan, 2 
Departamentales,Sanborns,,6579371,Desp U,Hogar,ARCTIC AIR,ARCTIC AIR,735541711251,ARCTIC AIR, 6 
Departamentales,Sanborns,,203647,Desp U,Belleza,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH, 465 
Departamentales,Sanborns,,900188,Desp U,Hogar,Tobi,Tobi,830809001898,tobi, - 
Departamentales,Sanborns,,900751,Desp U,Hogar,up cart,up cart,830809007500,up cart, - 
Departamentales,Sanborns,,6091903,Desp U,fitness,AB DOER,AB DOER 360,787639597391,AB DOER 360, - 
Departamentales,Sanborns,,6091927,Desp U,Cocina,Cerafit,CERAFIT MASTER SET,787639597292,CERAFIT MASTER SET, 3 
Departamentales,Sanborns,,6091897,Desp U,Belleza,Slim n' Lift,FAJA AIRE L,787639597384,FAJA AIRE L, - 
Departamentales,Sanborns,,6091880,Desp U,Belleza,Slim n' Lift,FAJA AIRE M,787639597377,FAJA AIRE M, - 
Departamentales,Sanborns,,3959732,Desp U,Cocina,Salad Chef,SALAD CHEF,787639597315,SALAD CHEF, - 
Departamentales,Sanborns,,6091958,Desp U,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Departamentales,Sanborns,,6091910,Desp U,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, 5 
Departamentales,Sanborns,,6091934,Desp U,Hogar,H2O MOP,H2O MOP X5,787639597285,SET PAÑOS H20, - 
Departamentales,Sanborns,,1224214,Desp U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, 2 
Departamentales,Sanborns,,6025687,Desp U,Belleza,BETTER BRELLA,BETTER BRELLA NEGRO,80313010392,BETTER BRELLA NEGRO, - 
Departamentales,Sanborns,,6025694,Desp U,Belleza,BETTER BRELLA,BETTER BRELLA AZUL,80313010378,BETTER BRELLA AZUL, - 
Departamentales,Sanborns,,1301120,Desp U,Belleza,BETTER BRELLA,BETTER BRELLA ROJO,80313011238,BETTER BRELLA ROJO, - 
Departamentales,Sanborns,,7173387,Desp U,fitness,WONDER CORE,WONDER CORE,786471733844,WONDER CORE, 55 
Departamentales,Sanborns,,5379965,Desp U,Hogar,Mini Max,Mini Max,830809006176,Mini Max, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304364,Slim And Lift Aire®Bra Clasico Negro 1 Pza S, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304371,Slim And Lift Aire®Bra Clasico Negro 1 Pza M, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304388,Slim And Lift Aire®Bra Clasico Negro 1 Pza G, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304395,Slim And Lift Aire®Bra Clasico Negro 1 Pza XG , - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,787639597070,Slim And Lift Aire®Bra Clasico Blanco 1 Pza S, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,787639597087,Slim And Lift Aire®Bra Clasico Blanco 1 Pza M, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,787639597094,Slim And Lift Aire®Bra Clasico Blanco 1 Pza G, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304449,Slim And Lift Aire®Bra Clasico Blanco 1 Pza XG, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304456,Slim And Lift Aire®Bra Clasico Beige 1 Pza S, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304463,Slim And Lift Aire®Bra Clasico Beige 1 Pza M , - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304470,Slim And Lift Aire®Bra Clasico Beige 1 Pza G , - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,Aire Bra,741587304487,Slim And Lift Aire®Bra Clasico Beige 1 Pza XG, - 
Departamentales,Sanborns,,5175222,Desp U,Belleza,Slim n' Lift,WAIST SHAPER,787639597018,FAJA SNL WAIST SHAPER SET OF 2 (BLACK/NUDE) MO - S, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,WAIST SHAPER,787639597025,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - M, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,WAIST SHAPER,787639597032,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - L, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,WAIST SHAPER,787639597049,WAIST SHAPER SET XL BLACK-NUDE, - 
Departamentales,Sanborns,,202480,Desp U,Belleza,Microtouch,Microtouch,754502024865,Microtouch, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,830809005582,CARESSE BLUE, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005384,LENTES TRUCOLOR SUNGLASSES KIT TORTOISE, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,830809005612,Slin N' Lift Caresse Jeans (Vintage Blac, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE SUPER SIZE,830809002949,FLAVOR STONE SUPER SIZE, - 
Departamentales,Sanborns,,900591,Desp U,fitness,Urban Rebounder,Urban Rebounder,830809005971,Urban Rebounder, - 
Departamentales,Sanborns,,900416,Desp U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, 7 
Departamentales,Sanborns,,0,Desp U,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Sanborns,,900638,Desp U,Belleza,Hot N´Straigh,Hot N´Straigh,830809006312,Hot N´Straigh, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Departamentales,Sanborns,,900584,Desp U,Hogar,H2O MOP,ACCESORIOS H2O X5,830809005834,ACCESORIOS H2O X5, 3 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,830809005629,CARESSE JEANS V.BLACK L/XL, - 
Departamentales,Sanborns,,0,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,830809005674,CARESSE JEANS V.RIP BLUE S/M, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE 3 PAN SET,830809004318,FLAVOR STONE 3 PAN SET, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sanborns,,0,Desp U,Cocina,FLAVOR STONE,TAPA DE  VIDRIO FLAVOR STONE DE 24C,830809002659,TAPA DE  VIDRIO FLAVOR STONE DE 24C, - 
Departamentales,Sanborns,,0,Desp U,fitness,TAP OUT,TAP OUT,830809003533,TAP OUT 12 DISCOS , - 
Departamentales,Sanborns,,203890,Desp U,Belleza,FLAWLESS FINISHING TOUCH BLUSH,FLAWLESS FINISHING TOUCH BLUSH,754502038985,FLAWLESS FINISHING TOUCH BLUSH, 137 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS,830809002956,JUEGO DE CUCHILLOS FLAVOR STONE  AZULES, - 
Departamentales,Sanborns,,203883,Desp $,Belleza,FLAWLESS LEGS,FLAWLESS LEGS,754502038893,FLAWLESS LEGS," 5,553 "
Departamentales,Sanborns,,6950613,Desp $,Belleza,MICROTOUCH SOLO,MICROTOUCH SOLO,754502036486,MICROTOUCH SOLO," 31,907 "
Departamentales,Sanborns,,1203011,Desp $,Ferreteria,TURBOTHRUST,TURBOTHRUST,644812030123,TURBOTHRUST, - 
Departamentales,Sanborns,,900737,Desp $,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION," 5,041 "
Departamentales,Sanborns,,1233896,Desp $,Cocina,Nicer dicer,Nicer dicer,4023012338998,Nicer dicer," 5,602 "
Departamentales,Sanborns,,4180920,Desp $,Hogar,chill chest,chill chest,735541809255,chill chest, 840 
Departamentales,Sanborns,,3959756,Desp $,Cocina,GOTHAM,GOTHAM STEEEL 3 pan,787639597537,GOTHAM STEEEL 3 pan," 1,680 "
Departamentales,Sanborns,,6579371,Desp $,Hogar,ARCTIC AIR,ARCTIC AIR,735541711251,ARCTIC AIR," 4,379 "
Departamentales,Sanborns,,203647,Desp $,Belleza,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH," 192,175 "
Departamentales,Sanborns,,900188,Desp $,Hogar,Tobi,Tobi,830809001898,tobi, - 
Departamentales,Sanborns,,900751,Desp $,Hogar,up cart,up cart,830809007500,up cart, - 
Departamentales,Sanborns,,6091903,Desp $,fitness,AB DOER,AB DOER 360,787639597391,AB DOER 360, - 
Departamentales,Sanborns,,6091927,Desp $,Cocina,Cerafit,CERAFIT MASTER SET,787639597292,CERAFIT MASTER SET," 4,705 "
Departamentales,Sanborns,,6091897,Desp $,Belleza,Slim n' Lift,FAJA AIRE L,787639597384,FAJA AIRE L, - 
Departamentales,Sanborns,,6091880,Desp $,Belleza,Slim n' Lift,FAJA AIRE M,787639597377,FAJA AIRE M, - 
Departamentales,Sanborns,,3959732,Desp $,Cocina,Salad Chef,SALAD CHEF,787639597315,SALAD CHEF, - 
Departamentales,Sanborns,,6091958,Desp $,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Departamentales,Sanborns,,6091910,Desp $,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER," 9,803 "
Departamentales,Sanborns,,6091934,Desp $,Hogar,H2O MOP,H2O MOP X5,787639597285,SET PAÑOS H20, - 
Departamentales,Sanborns,,1224214,Desp $,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition," 3,361 "
Departamentales,Sanborns,,6025687,Desp $,Belleza,BETTER BRELLA,BETTER BRELLA NEGRO,80313010392,BETTER BRELLA NEGRO, - 
Departamentales,Sanborns,,6025694,Desp $,Belleza,BETTER BRELLA,BETTER BRELLA AZUL,80313010378,BETTER BRELLA AZUL, - 
Departamentales,Sanborns,,1301120,Desp $,Belleza,BETTER BRELLA,BETTER BRELLA ROJO,80313011238,BETTER BRELLA ROJO, - 
Departamentales,Sanborns,,7173387,Desp $,fitness,WONDER CORE,WONDER CORE,786471733844,WONDER CORE," 77,017 "
Departamentales,Sanborns,,5379965,Desp $,Hogar,Mini Max,Mini Max,830809006176,Mini Max, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304364,Slim And Lift Aire®Bra Clasico Negro 1 Pza S, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304371,Slim And Lift Aire®Bra Clasico Negro 1 Pza M, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304388,Slim And Lift Aire®Bra Clasico Negro 1 Pza G, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304395,Slim And Lift Aire®Bra Clasico Negro 1 Pza XG , - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,787639597070,Slim And Lift Aire®Bra Clasico Blanco 1 Pza S, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,787639597087,Slim And Lift Aire®Bra Clasico Blanco 1 Pza M, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,787639597094,Slim And Lift Aire®Bra Clasico Blanco 1 Pza G, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304449,Slim And Lift Aire®Bra Clasico Blanco 1 Pza XG, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304456,Slim And Lift Aire®Bra Clasico Beige 1 Pza S, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304463,Slim And Lift Aire®Bra Clasico Beige 1 Pza M , - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304470,Slim And Lift Aire®Bra Clasico Beige 1 Pza G , - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,Aire Bra,741587304487,Slim And Lift Aire®Bra Clasico Beige 1 Pza XG, - 
Departamentales,Sanborns,,5175222,Desp $,Belleza,Slim n' Lift,WAIST SHAPER,787639597018,FAJA SNL WAIST SHAPER SET OF 2 (BLACK/NUDE) MO - S, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,WAIST SHAPER,787639597025,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - M, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,WAIST SHAPER,787639597032,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - L, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,WAIST SHAPER,787639597049,WAIST SHAPER SET XL BLACK-NUDE, - 
Departamentales,Sanborns,,202480,Desp $,Belleza,Microtouch,Microtouch,754502024865,Microtouch, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,CARESSE JEANS,830809005582,CARESSE BLUE, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Trucolor,Trucolor Sunglasses,830809005384,LENTES TRUCOLOR SUNGLASSES KIT TORTOISE, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,CARESSE JEANS,830809005612,Slin N' Lift Caresse Jeans (Vintage Blac, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE SUPER SIZE,830809002949,FLAVOR STONE SUPER SIZE, - 
Departamentales,Sanborns,,900591,Desp $,fitness,Urban Rebounder,Urban Rebounder,830809005971,Urban Rebounder, - 
Departamentales,Sanborns,,900416,Desp $,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5," 7,449 "
Departamentales,Sanborns,,0,Desp $,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Sanborns,,900638,Desp $,Belleza,Hot N´Straigh,Hot N´Straigh,830809006312,Hot N´Straigh, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Departamentales,Sanborns,,900584,Desp $,Hogar,H2O MOP,ACCESORIOS H2O X5,830809005834,ACCESORIOS H2O X5, 839 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,CARESSE JEANS,830809005629,CARESSE JEANS V.BLACK L/XL, - 
Departamentales,Sanborns,,0,Desp $,Belleza,Slim n' Lift,CARESSE JEANS,830809005674,CARESSE JEANS V.RIP BLUE S/M, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE 3 PAN SET,830809004318,FLAVOR STONE 3 PAN SET, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Sanborns,,0,Desp $,Cocina,FLAVOR STONE,TAPA DE  VIDRIO FLAVOR STONE DE 24C,830809002659,TAPA DE  VIDRIO FLAVOR STONE DE 24C, - 
Departamentales,Sanborns,,0,Desp $,fitness,TAP OUT,TAP OUT,830809003533,TAP OUT 12 DISCOS , - 
Departamentales,Sanborns,,203890,Desp $,Belleza,FLAWLESS FINISHING TOUCH BLUSH,FLAWLESS FINISHING TOUCH BLUSH,754502038985,FLAWLESS FINISHING TOUCH BLUSH," 56,619 "
Departamentales,Sanborns,,0,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS,830809002956,JUEGO DE CUCHILLOS FLAVOR STONE  AZULES, - 
Departamentales,Sanborns,,203883,Inv U,Belleza,FLAWLESS LEGS,FLAWLESS LEGS,754502038893,FLAWLESS LEGS, 63 
Departamentales,Sanborns,,6950613,Inv U,Belleza,MICROTOUCH SOLO,MICROTOUCH SOLO,754502036486,MICROTOUCH SOLO, 385 
Departamentales,Sanborns,,1203011,Inv U,Ferreteria,TURBOTHRUST,TURBOTHRUST,644812030123,TURBOTHRUST, 86 
Departamentales,Sanborns,,900737,Inv U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, 15 
Departamentales,Sanborns,,1233896,Inv U,Cocina,Nicer dicer,Nicer dicer,4023012338998,Nicer dicer, 91 
Departamentales,Sanborns,,4180920,Inv U,Hogar,chill chest,chill chest,735541809255,chill chest, 125 
Departamentales,Sanborns,,3959756,Inv U,Cocina,GOTHAM,GOTHAM STEEEL 3 pan,787639597537,GOTHAM STEEEL 3 pan, 20 
Departamentales,Sanborns,,6579371,Inv U,Hogar,ARCTIC AIR,ARCTIC AIR,735541711251,ARCTIC AIR, 547 
Departamentales,Sanborns,,203647,Inv U,Belleza,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH," 2,327 "
Departamentales,Sanborns,,900188,Inv U,Hogar,Tobi,Tobi,830809001898,tobi, - 
Departamentales,Sanborns,,900751,Inv U,Hogar,up cart,up cart,830809007500,up cart, - 
Departamentales,Sanborns,,6091903,Inv U,fitness,AB DOER,AB DOER 360,787639597391,AB DOER 360, - 
Departamentales,Sanborns,,6091927,Inv U,Cocina,Cerafit,CERAFIT MASTER SET,787639597292,CERAFIT MASTER SET, 81 
Departamentales,Sanborns,,6091897,Inv U,Belleza,Slim n' Lift,FAJA AIRE L,787639597384,FAJA AIRE L, - 
Departamentales,Sanborns,,6091880,Inv U,Belleza,Slim n' Lift,FAJA AIRE M,787639597377,FAJA AIRE M, - 
Departamentales,Sanborns,,3959732,Inv U,Cocina,Salad Chef,SALAD CHEF,787639597315,SALAD CHEF, 14 
Departamentales,Sanborns,,6091958,Inv U,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Departamentales,Sanborns,,6091910,Inv U,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, 42 
Departamentales,Sanborns,,6091934,Inv U,Hogar,H2O MOP,H2O MOP X5,787639597285,SET PAÑOS H20,-1 
Departamentales,Sanborns,,1224214,Inv U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, 97 
Departamentales,Sanborns,,6025687,Inv U,Belleza,BETTER BRELLA,BETTER BRELLA NEGRO,80313010392,BETTER BRELLA NEGRO, - 
Departamentales,Sanborns,,6025694,Inv U,Belleza,BETTER BRELLA,BETTER BRELLA AZUL,80313010378,BETTER BRELLA AZUL, - 
Departamentales,Sanborns,,1301120,Inv U,Belleza,BETTER BRELLA,BETTER BRELLA ROJO,80313011238,BETTER BRELLA ROJO, - 
Departamentales,Sanborns,,7173387,Inv U,fitness,WONDER CORE,WONDER CORE,786471733844,WONDER CORE, 363 
Departamentales,Sanborns,,5379965,Inv U,Hogar,Mini Max,Mini Max,830809006176,Mini Max, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304364,Slim And Lift Aire®Bra Clasico Negro 1 Pza S, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304371,Slim And Lift Aire®Bra Clasico Negro 1 Pza M, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304388,Slim And Lift Aire®Bra Clasico Negro 1 Pza G, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304395,Slim And Lift Aire®Bra Clasico Negro 1 Pza XG , - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,787639597070,Slim And Lift Aire®Bra Clasico Blanco 1 Pza S, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,787639597087,Slim And Lift Aire®Bra Clasico Blanco 1 Pza M, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,787639597094,Slim And Lift Aire®Bra Clasico Blanco 1 Pza G, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304449,Slim And Lift Aire®Bra Clasico Blanco 1 Pza XG, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304456,Slim And Lift Aire®Bra Clasico Beige 1 Pza S, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304463,Slim And Lift Aire®Bra Clasico Beige 1 Pza M , - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304470,Slim And Lift Aire®Bra Clasico Beige 1 Pza G , - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,Aire Bra,741587304487,Slim And Lift Aire®Bra Clasico Beige 1 Pza XG, - 
Departamentales,Sanborns,,5175222,Inv U,Belleza,Slim n' Lift,WAIST SHAPER,787639597018,FAJA SNL WAIST SHAPER SET OF 2 (BLACK/NUDE) MO - S, - 
Departamentales,Sanborns,,0,Inv U,Belleza,Slim n' Lift,WAIST SHAPER,787639597025,FAJA SNL WAIST SHAPER SET OF 3 (BLACK/NUDE) MO - M, - 
