Canal,Cadena,MEDIA ,ID ,Datos ,Categoria,Marca,Submarca,UPC,Descripcion,Jan-19
Especializados,La Marina,,0,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Especializados,La Marina,,0,Inv U,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Especializados,La Marina,,0,Inv U,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Especializados,Foly,,,Desp U,Belleza,Nicer dicer,Nicer Dicer Cube,4023012338998,Nicer Dicer Cube, - 
Especializados,Foly,,,Desp U,Cocina,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE", - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE", - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE", - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Especializados,Foly,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Especializados,Foly,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Especializados,Foly,,,Desp U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Especializados,Foly,,,Desp U,Cocina,FLAVORFRESH,FLAVORFRESH,830809003700,FLAVORFRESH VERDE, - 
Especializados,Foly,,,Desp U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Especializados,Foly,,,Desp U,Cocina,Cerafit,Cerafit Master Set,787639597292,Cerafit Master Set, - 
Especializados,Foly,,,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,UTENSILIOS FLAVOR STONE,787639597001,UTENSILIOS FLAVOR STONE, - 
Especializados,Foly,,,Desp U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FlavorChef Express,830809006411,FlavorChef Express, - 
Especializados,Foly,,,Desp U,Belleza,Cerafit,Cerafit Master Set,787639597292,Cerafit Master Set, - 
Especializados,Foly,,,Desp U,Hogar,H2O MOP,H20 Power X,830809005452,H20 Power X, - 
Especializados,Foly,,,Desp U,Hogar,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite, - 
Especializados,Foly,,,Desp U,Hogar,H2O MOP,H2O™ HD,830809004776,H2O™ HD, - 
Especializados,Foly,,,Desp U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,Sarten Flavo Stone Super size,830809005742,Sarten Flavo Stone Super size, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,Basic Kit,741587304432,Basic Kit, - 
Especializados,Foly,,,Desp U,Electronica,Cross X2,Cross X2,741587304418,Cross X2 Negro, - 
Especializados,Foly,,,Desp U,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Especializados,Foly,,,Desp U,Hogar,RoboPal,RoboPal,830809005964,RoboPal, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Especializados,Foly,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Especializados,Foly,,,Desp U,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Especializados,Foly,,,Desp U,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Especializados,Foly,,,Desp $,Belleza,Nicer dicer,Nicer Dicer Cube,4023012338998,Nicer Dicer Cube, - 
Especializados,Foly,,,Desp $,Cocina,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE", - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE", - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE", - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Especializados,Foly,,,Desp $,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Especializados,Foly,,,Desp $,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Especializados,Foly,,,Desp $,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Especializados,Foly,,,Desp $,Cocina,FLAVORFRESH,FLAVORFRESH,830809003700,FLAVORFRESH VERDE, - 
Especializados,Foly,,,Desp $,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Especializados,Foly,,,Desp $,Cocina,Cerafit,Cerafit Master Set,787639597292,Cerafit Master Set, - 
Especializados,Foly,,,Desp $,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,UTENSILIOS FLAVOR STONE,787639597001,UTENSILIOS FLAVOR STONE, - 
Especializados,Foly,,,Desp $,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FlavorChef Express,830809006411,FlavorChef Express, - 
Especializados,Foly,,,Desp $,Belleza,Cerafit,Cerafit Master Set,787639597292,Cerafit Master Set, - 
Especializados,Foly,,,Desp $,Hogar,H2O MOP,H20 Power X,830809005452,H20 Power X, - 
Especializados,Foly,,,Desp $,Hogar,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite, - 
Especializados,Foly,,,Desp $,Hogar,H2O MOP,H2O™ HD,830809004776,H2O™ HD, - 
Especializados,Foly,,,Desp $,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,Sarten Flavo Stone Super size,830809005742,Sarten Flavo Stone Super size, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,Basic Kit,741587304432,Basic Kit, - 
Especializados,Foly,,,Desp $,Electronica,Cross X2,Cross X2,741587304418,Cross X2 Negro, - 
Especializados,Foly,,,Desp $,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Especializados,Foly,,,Desp $,Hogar,RoboPal,RoboPal,830809005964,RoboPal, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Especializados,Foly,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Especializados,Foly,,,Desp $,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Especializados,Foly,,,Desp $,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Especializados,Foly,,,Inv U,Belleza,Nicer dicer,Nicer Dicer Cube,4023012338998,Nicer Dicer Cube, - 
Especializados,Foly,,,Inv U,Cocina,FLAWLESS FINISHING TOUCH,FLAWLESS FINISHING TOUCH,754502036417,FLAWLESS FINISHING TOUCH, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873042966,"SARTEN 20"" FLAVORSTONE", - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043024,"SARTEN 24"" FLAVORSTONE", - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,7415873043192,"SARTEN 28"" FLAVORSTONE", - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Especializados,Foly,,,Inv U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Especializados,Foly,,,Inv U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Especializados,Foly,,,Inv U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Especializados,Foly,,,Inv U,Cocina,FLAVORFRESH,FLAVORFRESH,830809003700,FLAVORFRESH VERDE, - 
Especializados,Foly,,,Inv U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Especializados,Foly,,,Inv U,Cocina,Cerafit,Cerafit Master Set,787639597292,Cerafit Master Set, - 
Especializados,Foly,,,Inv U,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Especializados,Foly,,,Inv U,Belleza,FLAVOR STONE,UTENSILIOS FLAVOR STONE,787639597001,UTENSILIOS FLAVOR STONE, - 
Especializados,Foly,,,Inv U,Belleza,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, - 
Especializados,Foly,,,Inv U,Belleza,FLAVOR STONE,FlavorChef Express,830809006411,FlavorChef Express, - 
Especializados,Foly,,,Inv U,Belleza,AB Command,AB Command,830809005421,AB Command iX2, - 
Especializados,Foly,,,Inv U,Belleza,H2O MOP,H20 Power X,830809005452,H20 Power X, - 
Especializados,Foly,,,Inv U,Hogar,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite, - 
Especializados,Foly,,,Inv U,Hogar,H2O MOP,H2O™ HD,830809004776,H2O™ HD, - 
Especializados,Foly,,,Inv U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Especializados,Foly,,,Inv U,Hogar,FLAVOR STONE,Sarten Flavo Stone Super size,830809005742,Sarten Flavo Stone Super size, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,Basic Kit,741587304432,Basic Kit, - 
Especializados,Foly,,,Inv U,Cocina,Cross X2,Cross X2,741587304418,Cross X2 Negro, - 
Especializados,Foly,,,Inv U,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Especializados,Foly,,,Inv U,Electronica,RoboPal,RoboPal,830809005964,RoboPal, - 
Especializados,Foly,,,Inv U,Hogar,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Especializados,Foly,,,Inv U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Especializados,Foly,,,Inv U,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Especializados,Foly,,,Inv U,Cocina,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Especializados,Foly,,,Inv U,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),5858,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597346,SARTEN INDIVIDUAL COPPER 24cm, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,787639597339,SARTEN INDIVIDUAL COPPER 28cm, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,GRANDE SYSTEM COOPER,787639597360,GRANDE SYSTEM COOPER, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,NICER DICER CUBE,4023012338998,NICER DICER CUBE, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,JGO 3 SARTENES 2824 Y 20 FLAVOR STONE Rojos,830809006435,JGO 3 SARTENES 2824 Y 20 FLAVOR STONE Rojos, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,JGO 2 SARTENES 20 28 CM FLAVOR STONE Rojos,830809006428,JGO 2 SARTENES 20 28 CM FLAVOR STONE Rojos, - 
Departamentales,Elektra,,,Desp U,Cocina,Cerafit,Cerafit,787639597292,CERAFIT MASTER SET, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Master Set Dark,830809003885,FlavorStone Master Set Dark, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE MASTER SET POP BLUE ,830809004943,FLAVOR STONE MASTER SET POP BLUE , - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Pro Series,830809005711,FlavorStone Pro Series, - 
Departamentales,Elektra,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,INDIVIDUALES,830809006022,SARTEN PARA ASAR FLAVORSTONE AZUL, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,Sarten para Asar FlavorStone Pro Series,830809005704,Sarten para Asar FlavorStone Pro Series, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FlavorStone Set de Sartenes de 20 y 28 CM,0830809003052,FlavorStone Set de Sartenes de 20 y 28 CM, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2",0830809004318,"FLAVORSTONE SET DE SARTENES DE20, 24 Y 2", - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA,830809004479,JUEGO DE CUCHILLOS ROJO FLAVORSTONE CON BASE DE MADERA, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA,0830809003694,JUEGO DE CUCHILLOS FLAVORSTONE AZUL CON BASE DE MADERA, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,Juego de Ollas de Presión FlavorStone 3L & 7 L,830809005230,Juego de Ollas de Presión FlavorStone 3L & 7 L, - 
Departamentales,Elektra,,,Desp U,Cocina,Wolfgang Puck,Wolfgang Puck,848280001887,Wolfgang Puck Pressure Oven, - 
Departamentales,Elektra,,,Desp U,Cocina,Cerafit,Cerafit Gold Edition,4023012242110,Cerafit Gold Edition, - 
Departamentales,Elektra,,,Desp U,Cocina,Cerafit,CERAFIT FUSION,830809007395,CERAFIT FUSION, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVORFRESH,FLAVORFRESH,830809004028,FLAVORFRESH TRANSPARENTE, - 
Departamentales,Elektra,,,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005384,LENTES TRUCOLOR SUNGLASSES KIT TORTOISE, - 
Departamentales,Elektra,,,Desp U,Belleza,Trucolor,Trucolor Sunglasses,830809005377,LENTES TRUCOLOR SUNGLASSES KIT BLACK, - 
Departamentales,Elektra,,,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,4571112229192,Slim n' Lift Caresse Jeans Vintage Set 3 XXL, - 
Departamentales,Elektra,,,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,4571112229185,Slim n' Lift Caresse Jeans Vintage Set 3 L-XL, - 
Departamentales,Elektra,,,Desp U,Belleza,Slim n' Lift,CARESSE JEANS,4571112229178,Slim n' Lift Caresse Jeans Vintage Set 3 S-M, - 
Departamentales,Elektra,,,Desp U,Belleza,AB Command,AB Command,830809005421,AB Command iX2, - 
Departamentales,Elektra,,,Desp U,Hogar,H2O MOP,H20 Power X,830809005452,H20 Power X, - 
Departamentales,Elektra,,,Desp U,Hogar,H2O MOP,H2O X5 Lite,830809004134,H2O X5 Lite, - 
Departamentales,Elektra,,,Desp U,Hogar,H2O MOP,H2O™ HD,830809004776,H2O™ HD, - 
Departamentales,Elektra,,,Desp U,Hogar,H2O MOP,H2O MOP X5,830809002529,H2O MOP X5, - 
Departamentales,Elektra,,,Desp U,Electronica,Cross X2,Cross X2,830809005742,Cross X2 Azul, - 
Departamentales,Elektra,,,Desp U,Electronica,Cross X2,Cross X2,741587304432,Cross X2 Blancos, - 
Departamentales,Elektra,,,Desp U,Electronica,Cross X2,Cross X2,741587304418,Cross X2 Negro, - 
Departamentales,Elektra,,,Desp U,Electronica,Cross X2,Cross X2,741587304425,Cross X2 Rojo, - 
Departamentales,Elektra,,,Desp U,Hogar,RoboPal,RoboPal,830809005964,RoboPal, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO,830809004264,FLAVOR STONE ROJO MANGO REMOVIBLE TAPA CON TERMOMETRO, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM,830809003007,FLAVOR STONE GRANDE SYSTEM AZUL CON MANGO REMOVIBLE TAPA CON TERM, - 
Departamentales,Elektra,,,Desp U,Cocina,FLAVOR STONE,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM,830809004509,FLAVOR STONE GRANDE SYSTEM SET  RED MANGO REMOVIBLE Y TAPA CON TERMOM, - 
Departamentales,Elektra,,,Desp U,Cocina,Slice-A-Roo,Slice-A-Roo,080313092671,Slice-A-Roo Blanco, - 
Departamentales,Elektra,,,Desp U,Hogar,H2O MOP,X5 VAC ,830809004141,X5 VAC , - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE),830809003878,FLAVOR STONE TAPA MASTER SET  AZUL (TERMOMETRO Y MANGO DESMONTABLE), - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,787639597346,SARTEN INDIVIDUAL COPPER 24cm, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,INDIVIDUALES,787639597339,SARTEN INDIVIDUAL COPPER 28cm, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,GRANDE SYSTEM COOPER,787639597360,GRANDE SYSTEM COOPER, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,MASTER SET COPPER,830809006749,MASTER SET COPPER, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,NICER DICER CUBE,4023012338998,NICER DICER CUBE, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,CUCHILLOS FLAVORSTONE DELUXE,830809007005,CUCHILLOS FLAVORSTONE DELUXE, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,JGO 3 SARTENES 2824 Y 20 FLAVOR STONE Rojos,830809006435,JGO 3 SARTENES 2824 Y 20 FLAVOR STONE Rojos, - 
Departamentales,Elektra,,,Desp $,Cocina,FLAVOR STONE,JGO 2 SARTENES 20 28 CM FLAVOR STONE Rojos,830809006428,JGO 2 SARTENES 20 28 CM FLAVOR STONE Rojos, - 
